Date,Open,High,Low,Close,Adj Close,Volume
2013-04-29,31.200001,32.959999,30.700001,29.391853,32.230000,18845000
2013-05-06,32.250000,32.330002,31.690001,29.118267,31.930000,14521900
2013-05-13,31.920000,32.830002,31.840000,29.592484,32.450001,12392800
2013-05-20,32.450001,32.459999,31.260000,28.726137,31.500000,12415700
2013-05-27,31.830000,32.090000,31.309999,28.662306,31.430000,7633000
2013-06-03,31.530001,31.570000,30.570000,28.552868,31.309999,11891200
2013-06-10,31.379999,31.570000,30.570000,28.324884,31.059999,9117900
2013-06-17,31.230000,31.700001,29.379999,27.079823,29.559999,11975900
2013-06-24,29.190001,30.750000,28.879999,27.776058,30.320000,12334700
2013-07-01,30.480000,30.969999,30.090000,28.078371,30.650000,6891400
2013-07-08,30.799999,32.040001,30.750000,29.324259,32.009998,8258500
2013-07-15,32.090000,32.950001,31.910000,30.121267,32.880001,7964500
2013-07-22,32.830002,33.119999,31.610001,29.516642,32.220001,8186800
2013-07-29,32.080002,32.279999,31.040001,29.269293,31.950001,11081300
2013-08-05,31.840000,31.969999,30.740000,28.252428,30.840000,9675400
2013-08-12,30.670000,31.049999,30.250000,27.876825,30.430000,7205400
2013-08-19,30.350000,31.059999,30.030001,28.325718,30.920000,7375300
2013-08-26,31.010000,31.070000,29.480000,27.079823,29.559999,9720300
2013-09-02,30.049999,30.430000,29.629999,27.427938,29.940001,6980500
2013-09-09,30.010000,30.790001,29.950001,27.950119,30.510000,7176200
2013-09-16,30.660000,31.639999,30.480000,28.934509,31.440001,9958300
2013-09-23,31.230000,31.450001,30.299999,28.529575,31.000000,9009400
2013-09-30,30.680000,31.270000,30.559999,28.667618,31.150000,7629300
2013-10-07,30.990000,31.420000,30.240000,28.805666,31.299999,7680100
2013-10-14,31.120001,32.259998,31.049999,29.523508,32.080002,5893700
2013-10-21,32.139999,32.279999,31.580000,29.155386,31.680000,6586500
2013-10-28,31.600000,31.690001,30.030001,27.903765,30.320000,18574500
2013-11-04,30.280001,31.270000,30.030001,28.759649,31.250000,10374400
2013-11-11,31.309999,31.450001,30.629999,28.888494,31.389999,10285700
2013-11-18,31.340000,31.650000,30.860001,29.035742,31.549999,8207100
2013-11-25,31.670000,32.290001,31.549999,29.440680,31.990000,6367700
2013-12-02,30.750000,31.469999,30.379999,28.299498,30.750000,14006300
2013-12-09,30.870001,31.080000,29.620001,27.287155,29.650000,10282100
2013-12-16,29.830000,31.120001,29.650000,28.752640,31.100000,12410400
2013-12-23,31.290001,31.820000,31.240000,29.298107,31.690001,3482300
2013-12-30,31.730000,32.029999,30.780001,28.484529,30.809999,6689900
2014-01-06,30.840000,31.020000,30.190001,28.123962,30.420000,12388800
2014-01-13,30.299999,30.410000,29.709999,27.680193,29.940001,10257200
2014-01-20,30.049999,30.389999,28.760000,26.635483,28.809999,10620800
2014-01-27,28.850000,29.549999,28.430000,26.570768,28.740000,11437600
2014-02-03,28.740000,28.900000,27.790001,26.690958,28.870001,11070300
2014-02-10,28.780001,29.400000,28.580000,27.023785,29.230000,10652700
2014-02-17,29.309999,29.549999,28.930000,27.217932,29.440001,5409100
2014-02-24,29.430000,30.430000,29.370001,28.105473,30.400000,10152900
2014-03-03,29.980000,30.959999,29.980000,28.382832,30.700001,10519600
2014-03-10,30.230000,30.809999,29.860001,27.707928,29.969999,11539000
2014-03-17,30.150000,30.990000,30.070000,28.393396,30.549999,8422300
2014-03-24,30.639999,30.820000,30.120001,28.458456,30.620001,8644000
2014-03-31,30.820000,31.809999,30.799999,29.006802,31.209999,10503800
2014-04-07,31.150000,31.299999,30.540001,28.765158,30.950001,11795400
2014-04-14,31.260000,31.540001,30.809999,29.025389,31.230000,7645700
2014-04-21,31.180000,31.620001,30.690001,29.174093,31.389999,4777800
2014-04-28,31.990000,32.450001,31.120001,29.583036,31.830000,9231900
2014-05-05,31.740000,32.360001,31.629999,29.778214,32.040001,10262100
2014-05-12,32.139999,32.619999,31.740000,29.815392,32.080002,10577500
2014-05-19,32.040001,32.639999,31.959999,30.177860,32.470001,7045500
2014-05-26,32.590000,32.630001,32.270000,30.168560,32.459999,4910100
2014-06-02,32.610001,33.380001,32.250000,30.921383,33.270000,7688400
2014-06-09,33.220001,33.410000,32.599998,30.493858,32.810001,6230200
2014-06-16,32.709999,33.060001,32.500000,30.632364,32.799999,7598300
2014-06-23,32.790001,33.070000,32.270000,30.408232,32.560001,4775200
2014-06-30,32.570000,33.230000,32.450001,30.968576,33.160000,4308500
2014-07-07,33.029999,33.900002,32.889999,31.603638,33.840000,9516100
2014-07-14,34.029999,34.380001,33.630001,31.510250,33.740002,8648700
2014-07-21,33.740002,33.779999,33.040001,30.865841,33.049999,8514300
2014-07-28,33.009998,35.520000,32.060001,30.370867,32.520000,15110500
2014-08-04,32.439999,32.520000,31.830000,30.044001,32.169998,10288300
2014-08-11,32.299999,33.180000,32.090000,30.781788,32.959999,16642300
2014-08-18,33.180000,33.840000,33.160000,31.407509,33.630001,5460700
2014-08-25,33.770000,34.290001,33.650002,31.921165,34.180000,4553800
2014-09-01,34.330002,34.580002,33.830002,31.799761,34.049999,4801100
2014-09-08,34.060001,34.099998,33.340000,31.220736,33.430000,5775800
2014-09-15,33.419998,34.209999,33.340000,31.941710,34.040001,7640400
2014-09-22,34.000000,34.080002,33.200001,31.341166,33.400002,7366100
2014-09-29,33.220001,33.639999,32.910000,31.528835,33.599998,9767500
2014-10-06,33.490002,33.560001,32.439999,30.449724,32.450001,11475600
2014-10-13,32.360001,32.599998,30.830000,30.252666,32.240002,14598100
2014-10-20,32.160000,32.970001,32.099998,30.731232,32.750000,15456100
2014-10-27,32.750000,34.049999,32.509998,31.791582,33.880001,14978000
2014-11-03,33.820000,34.490002,33.480000,32.241985,34.360001,7546000
2014-11-10,34.360001,34.750000,34.270000,32.429661,34.560001,7122500
2014-11-17,34.450001,35.459999,34.410000,33.227253,35.410000,7733300
2014-11-24,35.480000,35.840000,35.320000,33.330479,35.520000,4310700
2014-12-01,35.430000,36.080002,35.279999,33.555683,35.759998,7722400
2014-12-08,35.740002,36.349998,34.720001,32.589184,34.730000,8157900
2014-12-15,34.880001,35.599998,32.880001,31.615311,33.540001,27785700
2014-12-22,33.790001,34.529999,33.500000,32.275139,34.240002,7875400
2014-12-29,34.209999,34.860001,34.099998,32.473080,34.450001,6461500
2015-01-05,34.240002,36.340000,33.980000,33.821026,35.880001,30564400
2015-01-12,35.709999,36.090000,34.770000,33.491116,35.529999,19706100
2015-01-19,35.500000,35.860001,34.669998,33.396847,35.430000,7558500
2015-01-26,35.439999,35.799999,34.400002,32.510796,34.490002,11027100
2015-02-02,34.570000,36.180000,34.209999,33.745609,35.799999,14554300
2015-02-09,35.740002,35.860001,35.299999,33.689060,35.740002,8610300
2015-02-16,35.860001,35.860001,34.810001,33.321438,35.349998,9963500
2015-02-23,35.279999,36.299999,35.090000,34.122658,36.200001,13538300
2015-03-02,36.200001,36.849998,36.049999,34.556263,36.660000,22238800
2015-03-09,36.540001,36.639999,35.380001,34.113228,36.189999,13561700
2015-03-16,36.330002,37.060001,36.320000,35.052841,37.020000,12241300
2015-03-23,37.110001,37.259998,36.650002,34.948681,36.910000,12110100
2015-03-30,36.959999,37.450001,36.660000,35.109650,37.080002,8003900
2015-04-06,36.910000,38.070000,36.860001,35.848202,37.860001,9762700
2015-04-13,37.730000,38.259998,37.189999,35.317955,37.299999,8548600
2015-04-20,37.209999,37.959999,36.830002,35.781921,37.790001,15668100
2015-04-27,37.889999,38.209999,36.529999,35.024437,36.990002,33272100
2015-05-04,37.060001,37.270000,36.349998,35.014961,36.980000,15322100
2015-05-11,36.939999,37.529999,36.330002,35.441051,37.430000,15855700
2015-05-18,37.369999,37.889999,37.060001,35.753513,37.759998,13299900
2015-05-25,37.639999,38.020000,37.430000,35.677765,37.680000,15999000
2015-06-01,37.790001,37.900002,36.980000,35.071774,37.040001,10895400
2015-06-08,37.110001,38.119999,36.730000,35.573608,37.570000,14147200
2015-06-15,37.340000,38.709999,37.270000,36.467056,38.349998,15954600
2015-06-22,38.549999,38.779999,37.549999,35.829948,37.680000,13348000
2015-06-29,36.869999,38.470001,36.869999,35.896519,37.750000,13041900
2015-07-06,37.430000,38.360001,37.130001,36.096207,37.959999,13580300
2015-07-13,38.080002,38.570000,37.950001,36.191292,38.060001,9695400
2015-07-20,38.070000,38.200001,37.549999,35.925034,37.779999,9221400
2015-07-27,37.560001,38.660000,37.400002,36.153259,38.020000,14410500
2015-08-03,38.189999,39.560001,37.770000,37.056614,38.970001,17104100
2015-08-10,39.000000,40.290001,38.990002,38.207207,40.180000,11273700
2015-08-17,40.070000,40.410000,38.160000,36.286385,38.160000,9844100
2015-08-24,35.240002,38.290001,35.240002,35.810936,37.660000,18322300
2015-08-31,36.419998,37.610001,36.150002,34.755424,36.549999,16772500
2015-09-07,37.259998,37.610001,36.340000,35.173828,36.990002,8313400
2015-09-14,36.900002,38.360001,36.700001,35.499836,37.130001,11801600
2015-09-21,37.250000,37.660000,35.939999,35.117397,36.730000,13933400
2015-09-28,36.590000,36.740002,34.439999,34.696716,36.290001,12092500
2015-10-05,36.509998,37.290001,35.570000,35.365986,36.990002,16528500
2015-10-12,36.830002,37.169998,36.020000,35.193893,36.810001,9080200
2015-10-19,36.730000,39.110001,36.490002,37.182571,38.889999,11478900
2015-10-26,38.910000,39.080002,37.349998,36.408131,38.080002,12558700
2015-11-02,38.180000,38.310001,37.439999,35.949200,37.599998,7554800
2015-11-09,37.529999,37.860001,36.709999,35.146080,36.759998,7022800
2015-11-16,36.709999,38.500000,36.709999,36.704521,38.389999,11118300
2015-11-23,38.389999,38.580002,37.790001,36.350758,38.020000,4421200
2015-11-30,38.099998,39.150002,37.830002,37.421593,39.139999,10160100
2015-12-07,39.000000,39.209999,37.360001,35.777103,37.419998,9982400
2015-12-14,37.580002,38.779999,37.419998,36.196121,37.660000,13475500
2015-12-21,37.849998,40.009998,37.470001,38.291389,39.840000,6923000
2015-12-28,39.700001,40.480000,39.180000,37.657043,39.180000,7301800
2016-01-04,38.669998,38.700001,36.419998,35.033161,36.450001,11815500
2016-01-11,36.369999,36.580002,34.580002,34.120087,35.500000,19454700
2016-01-18,35.820000,35.889999,34.119999,33.937477,35.310001,9918500
2016-01-25,35.209999,36.290001,34.439999,34.850548,36.259998,11216300
2016-02-01,36.020000,36.529999,33.950001,33.485741,34.840000,12439400
2016-02-08,34.430000,35.169998,33.060001,33.235847,34.580002,12253300
2016-02-15,35.090000,35.090000,33.910000,32.947514,34.279999,11079200
2016-02-22,34.500000,34.950001,33.930000,33.293522,34.639999,9650700
2016-02-29,34.549999,36.060001,34.240002,33.947090,35.320000,12986500
2016-03-07,35.139999,35.810001,34.599998,34.408421,35.799999,9644400
2016-03-14,35.630001,36.799999,35.250000,35.543076,36.770000,10142300
2016-03-21,36.770000,37.139999,36.419998,35.388412,36.610001,6389600
2016-03-28,36.650002,37.230000,36.520000,35.920055,37.160000,8409700
2016-04-04,37.200001,37.220001,35.200001,34.528114,35.720001,8121000
2016-04-11,35.919998,36.720001,35.700001,35.156418,36.369999,7921800
2016-04-18,36.310001,37.130001,35.419998,34.692436,35.889999,9222800
2016-04-25,35.759998,36.080002,32.009998,31.637878,32.730000,20191000
2016-05-02,32.889999,33.150002,31.920000,32.005196,33.110001,26981900
2016-05-09,33.080002,34.470001,33.009998,33.029831,34.169998,11927300
2016-05-16,34.090000,34.459999,33.730000,33.300488,34.450001,14292700
2016-05-23,34.380001,34.990002,34.110001,33.329487,34.480000,14103700
2016-05-30,34.549999,34.700001,33.470001,32.469181,33.590000,11612900
2016-06-06,33.669998,33.869999,33.000000,32.575512,33.700001,14589200
2016-06-13,33.020000,33.570000,31.930000,31.212561,32.290001,13732500
2016-06-20,32.619999,33.330002,31.120001,30.387604,31.250000,12105500
2016-06-27,30.900000,33.490002,30.330000,32.196274,33.110001,11132300
2016-07-04,32.840000,33.130001,31.990000,32.099026,33.009998,8071200
2016-07-11,32.080002,33.599998,32.080002,31.515594,32.410000,9721000
2016-07-18,32.320000,32.959999,31.969999,32.108875,32.820000,8360700
2016-07-25,32.950001,35.500000,32.660000,33.860092,34.610001,16089000
2016-08-01,34.730000,34.820000,33.660000,33.136127,33.869999,11669300
2016-08-08,33.959999,34.189999,33.090000,32.617611,33.340000,8485500
2016-08-15,33.400002,33.900002,33.209999,32.842625,33.570000,14948800
2016-08-22,33.500000,33.980000,33.340000,32.774139,33.500000,7536000
2016-08-29,33.520000,34.860001,33.340000,33.997059,34.750000,10534800
2016-09-05,34.830002,35.430000,34.279999,33.547028,34.290001,7643600
2016-09-12,33.930000,34.270000,33.360001,32.725224,33.450001,12662000
2016-09-19,33.540001,34.849998,33.389999,33.675472,34.220001,7775300
2016-09-26,34.020000,34.169998,33.230000,33.094860,33.630001,11286500
2016-10-03,33.590000,34.410000,32.810001,33.449135,33.990002,15237400
2016-10-10,34.169998,34.599998,33.820000,33.862450,34.410000,7347600
2016-10-17,34.480000,34.799999,33.299999,32.966930,33.500000,6894900
2016-10-24,33.730000,34.790001,33.220001,33.704998,34.250000,13944900
2016-10-31,34.400002,34.830002,34.189999,34.010063,34.560001,10491700
2016-11-07,34.990002,38.310001,34.860001,37.523258,38.130001,16551000
2016-11-14,38.290001,38.639999,37.160000,36.834393,37.430000,11205400
2016-11-21,37.389999,37.599998,36.810001,36.726143,37.320000,5802900
2016-11-28,37.119999,37.250000,35.700001,35.525558,36.099998,11249400
2016-12-05,36.330002,37.070000,36.060001,36.460438,37.049999,10327000
2016-12-12,37.119999,37.650002,36.090000,35.830624,36.410000,13427400
